LotFrontage,LotArea,LotShape,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,TotalSF,TotalBaths,TotalPorchSF,HouseAge,RemodAge,IsRemodeled,HasGarage,HasFireplace,MSZoning_RL,MSZoning_RM,MSZoning_C (all),LotConfig_Corner,LotConfig_CulDSac,LandContour_Lvl,Neighborhood_NridgHt,Neighborhood_Crawfor,Neighborhood_NAmes,Neighborhood_Edwards,Neighborhood_IDOTRR,Neighborhood_OldTown,Condition1_Artery,BldgType_1Fam,HouseStyle_2Story,HouseStyle_1.5Fin,RoofStyle_Gable,RoofStyle_Hip,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_BrkComm,Exterior2nd_VinylSd,Exterior2nd_Brk Cmn,MasVnrType_BrkFace,Foundation_CBlock,Foundation_PConc,Foundation_BrkTil,CentralAir_Y,CentralAir_N,Electrical_SBrkr,GarageType_Detchd,GarageType_Attchd,SaleType_WD,SaleCondition_Normal,SaleCondition_Abnorml,SaleCondition_Family,MSSubClass_30,MSSubClass_20,MoSold_8,MoSold_6,MoSold_3,MoSold_7,MoSold_2,MoSold_12,MoSold_11,YrSold_2007,YrSold_2009,YrSold_2008,YrSold_2010,YrSold_2006
96.0,12456,4,3,10,5,2006,2007,230.0,5,3,5,3,4,6,1172,1,0,528,1700,5,1718,0,1718,1,2,0,3,5,7,8,1,4,2008.0,3,3,786,2,216,48,0,0,3418,3.0,48,3,2,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
60.0,6600,4,3,5,4,1892,1965,0.0,3,3,3,3,1,1,0,1,0,994,994,3,1378,994,2372,0,2,0,4,3,11,6,0,0,1985.0,2,1,432,2,0,287,0,0,3366,2.0,287,117,44,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
182.0,14572,1,3,7,5,2004,2004,0.0,4,3,4,3,3,6,1300,1,0,230,1530,5,1530,0,1530,1,2,0,3,4,7,8,1,4,2004.0,3,3,630,2,144,36,0,0,3060,3.0,36,3,3,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0
100.0,9500,4,3,6,6,1964,1978,272.0,3,3,3,3,1,3,442,1,0,374,816,3,1127,850,1977,0,1,1,4,3,9,8,1,3,1964.0,2,2,540,2,0,52,0,0,2793,2.0,52,43,29,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
80.0,16692,3,3,7,5,1978,1978,184.0,3,3,4,3,1,4,790,2,469,133,1392,3,1392,1392,2784,1,3,1,5,4,12,8,2,3,1978.0,2,2,564,2,0,112,0,440,4176,4.5,552,28,28,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
84.0,10084,4,3,7,5,2005,2006,196.0,4,3,4,3,3,6,24,1,0,1528,1552,5,1552,0,1552,0,2,0,3,4,7,8,0,0,2005.0,2,3,782,2,144,20,0,0,3104,2.0,20,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
79.0,9236,3,3,6,5,1997,1997,0.0,3,4,4,3,4,6,1200,1,0,279,1479,5,1494,0,1494,1,2,0,3,4,6,8,0,0,1997.0,2,2,576,2,168,27,0,0,2973,3.0,27,9,9,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
80.0,11900,3,3,6,5,1957,1957,387.0,3,3,3,3,1,3,1040,1,0,352,1392,3,1392,0,1392,1,1,1,3,3,6,8,2,4,1957.0,2,2,458,2,0,0,0,192,2784,2.5,192,51,51,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
60.0,7134,4,2,5,5,1955,1955,0.0,3,3,3,3,1,5,384,1,0,0,384,3,1360,0,1360,0,1,0,3,3,6,7,1,3,1962.0,1,2,572,2,0,50,0,0,1744,1.0,50,52,52,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
73.0,8499,3,3,6,5,2006,2007,0.0,3,3,4,3,1,1,0,1,0,616,616,5,616,796,1412,0,2,1,3,4,6,8,1,4,2007.0,3,2,432,2,0,36,0,0,2028,2.5,36,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
40.0,6792,3,3,7,5,2005,2006,94.0,4,3,4,3,1,1,0,1,0,1368,1368,5,1368,0,1368,0,2,0,2,4,6,8,1,4,2005.0,2,2,474,2,132,35,0,0,2736,2.0,35,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
94.0,13005,3,3,7,7,1980,1980,278.0,4,3,4,3,1,6,692,1,0,153,845,3,1153,1200,2353,1,2,1,4,5,10,8,1,3,1983.0,2,2,484,2,288,195,0,0,3198,3.5,195,29,29,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
60.0,21930,1,3,5,5,2005,2005,0.0,4,3,4,4,3,1,0,1,0,732,732,5,734,1104,1838,0,2,1,4,3,7,8,1,4,2005.0,3,2,372,2,100,40,0,0,2570,2.5,40,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
105.0,11751,3,3,6,6,1977,1977,480.0,3,3,4,3,1,4,705,1,0,1139,1844,5,1844,0,1844,0,2,0,3,3,7,8,1,3,1977.0,2,2,546,2,0,122,0,0,3688,2.0,122,33,33,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
68.0,9179,3,3,7,5,1999,1999,158.0,4,3,4,3,1,6,633,1,0,240,873,5,882,908,1790,1,2,1,3,4,7,8,0,0,1999.0,2,2,588,2,0,88,0,0,2663,3.5,88,9,9,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
80.0,10603,3,3,6,7,1977,2001,28.0,3,3,3,3,2,5,1200,1,0,410,1610,4,1610,0,1610,1,2,0,3,4,6,8,2,3,1977.0,2,2,480,2,168,68,0,0,3220,3.0,68,33,9,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
71.0,7162,3,3,5,7,1966,1966,41.0,3,3,3,3,1,1,0,1,0,876,876,3,904,0,904,0,1,0,3,3,6,8,0,0,1966.0,1,1,408,2,0,0,0,0,1780,1.0,0,42,42,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
71.0,11075,3,2,5,4,1969,1969,232.0,3,3,3,3,3,5,562,2,193,29,784,5,1168,800,1968,0,2,1,4,3,7,6,1,1,1969.0,2,2,530,2,305,189,0,0,2752,3.0,189,39,39,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
24.0,2016,4,3,5,5,1970,1970,304.0,3,3,3,3,1,1,0,1,0,630,630,3,630,672,1302,0,2,1,3,3,6,8,0,0,1970.0,1,2,440,2,0,0,0,0,1932,2.5,0,37,37,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
70.0,8400,4,3,5,5,1968,1968,168.0,3,3,3,3,3,4,1016,1,0,36,1052,4,1052,0,1052,1,1,1,3,3,5,8,0,0,1968.0,2,1,288,2,356,0,0,0,2104,2.5,0,38,38,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
80.0,14000,4,3,6,8,1950,2004,0.0,3,4,3,3,1,1,0,1,0,1092,1092,5,1152,0,1152,0,1,0,3,4,6,8,1,4,1950.0,1,1,300,2,0,36,0,0,2244,1.5,36,59,5,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
72.0,11846,3,3,9,5,2003,2004,562.0,4,3,5,3,4,6,1567,1,0,225,1792,5,1792,0,1792,1,2,0,2,5,6,8,1,4,2003.0,3,3,874,2,206,49,0,0,3584,3.0,49,3,2,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
129.0,16737,4,3,9,5,2004,2005,66.0,4,3,5,3,3,6,1447,1,0,533,1980,5,1980,0,1980,1,2,0,3,5,8,8,1,4,2004.0,3,3,770,2,194,45,0,0,3960,3.0,45,2,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
78.0,17503,4,3,6,5,1948,1950,0.0,3,3,3,3,1,1,0,1,0,912,912,3,912,546,1458,0,1,0,3,3,6,8,1,4,1948.0,1,1,330,2,192,0,0,0,2370,1.5,0,62,60,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
60.0,8730,4,3,6,7,1915,2003,0.0,3,3,3,3,1,1,0,1,0,698,698,5,698,698,1396,0,1,0,3,3,7,8,0,0,2003.0,1,1,384,2,0,0,0,259,2094,1.0,259,92,4,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
62.0,7415,3,3,6,5,2004,2004,0.0,3,3,3,3,1,6,759,1,0,80,839,5,864,729,1593,1,2,1,3,3,8,8,1,3,2004.0,3,2,398,2,100,75,0,0,2432,3.5,75,4,4,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
84.0,10207,4,3,7,6,2007,2007,0.0,4,3,4,3,1,1,0,1,0,874,874,5,874,887,1761,0,3,0,3,4,7,8,0,0,2007.0,3,2,578,2,144,105,0,0,2635,3.0,105,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
55.0,4388,3,3,5,7,1930,1950,0.0,3,4,3,3,1,2,116,1,0,556,672,5,840,0,840,0,1,0,3,3,5,8,1,3,0.0,0,0,0,0,0,0,0,0,1512,1.0,0,77,57,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
73.0,12513,3,3,4,4,1920,2007,0.0,3,4,3,2,1,1,0,1,0,715,715,4,1281,457,1738,0,2,0,4,3,7,8,1,4,1920.0,1,1,368,2,55,0,0,0,2453,2.0,0,89,2,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
37.0,7937,3,3,6,6,1984,1984,0.0,3,3,3,3,3,6,819,1,0,184,1003,3,1003,0,1003,1,1,0,3,3,6,8,0,0,1984.0,1,2,588,2,120,0,0,0,2006,2.0,0,22,22,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
70.0,9531,3,3,6,5,1998,1998,0.0,3,3,4,3,2,6,706,1,0,88,794,5,882,914,1796,1,2,1,3,3,7,8,0,0,1998.0,2,2,546,2,0,36,0,0,2590,3.5,36,9,9,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60.0,6180,4,3,6,5,1926,1950,0.0,3,3,3,3,1,1,0,1,0,960,960,3,986,0,986,0,1,0,2,3,5,8,1,4,1926.0,1,1,180,2,0,128,0,0,1946,1.0,128,81,57,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
73.0,8899,3,3,7,5,2007,2007,0.0,4,3,4,3,3,6,24,1,0,1316,1340,5,1340,0,1340,0,2,0,3,4,6,8,0,0,2007.0,3,2,396,2,100,30,0,0,2680,2.0,30,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
78.0,12011,3,3,8,5,1998,1998,530.0,4,3,4,3,3,6,956,1,0,130,1086,5,1086,838,1924,1,2,1,3,4,7,8,1,3,1998.0,2,2,592,2,208,75,0,374,3010,3.5,449,8,8,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
141.0,31770,3,3,6,5,1960,1960,112.0,3,3,3,4,4,4,639,1,0,441,1080,2,1656,0,1656,1,1,0,3,3,7,8,2,4,1960.0,3,2,528,1,210,62,0,0,2736,2.0,62,50,50,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
70.0,7535,3,3,5,7,1958,1985,0.0,3,3,3,3,1,4,111,2,279,522,912,2,912,0,912,0,1,0,2,3,5,8,0,0,1958.0,3,1,297,2,12,285,0,0,1824,1.5,285,49,22,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
43.0,3182,4,3,7,5,2005,2006,16.0,4,3,4,3,1,6,16,1,0,1330,1346,5,1504,0,1504,0,2,0,1,4,7,8,1,4,2005.0,3,2,457,2,156,0,0,0,2850,2.0,0,4,3,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
85.0,13175,4,3,6,6,1978,1988,119.0,3,3,4,3,1,5,790,3,163,589,1542,3,2073,0,2073,1,2,0,3,3,7,7,2,3,1978.0,1,2,500,2,349,0,0,0,3615,3.0,0,32,22,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
72.0,8640,4,3,7,5,2009,2009,0.0,3,3,4,3,1,6,822,1,0,78,900,5,932,920,1852,1,2,1,3,4,7,8,1,3,2009.0,2,2,644,2,168,108,0,0,2752,3.5,108,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
60.0,9084,4,3,4,5,1940,1950,0.0,3,3,3,3,2,1,0,1,0,755,755,3,755,755,1510,1,1,0,4,3,7,8,1,4,1940.0,1,1,296,1,120,0,0,0,2265,2.0,0,69,59,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
78.0,11645,4,3,7,5,2005,2005,0.0,4,3,4,3,3,6,1300,1,0,434,1734,5,1734,0,1734,1,2,0,3,4,7,8,0,0,2005.0,3,2,660,2,160,24,0,0,3468,3.0,24,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
90.0,29959,2,3,7,6,1994,1994,0.0,4,3,4,3,1,6,595,1,0,378,973,5,979,871,1850,0,2,1,3,4,7,8,1,4,1994.0,3,2,467,2,168,98,0,0,2823,2.5,98,15,15,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
21.0,1491,4,3,4,6,1972,1972,0.0,3,3,4,3,3,2,150,6,480,0,630,5,630,0,630,1,1,0,1,3,3,8,0,0,0.0,0,0,0,2,96,24,0,0,1260,2.0,24,38,38,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
73.0,11883,4,3,7,5,1996,1996,196.0,4,3,4,3,4,6,690,1,0,814,1504,5,1504,0,1504,1,2,0,3,4,6,8,1,3,1996.0,3,2,478,2,115,66,0,0,3008,3.0,66,13,13,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
96.0,13132,4,3,5,5,1914,1950,0.0,3,3,4,3,2,1,0,1,0,747,747,4,892,892,1784,0,1,1,4,3,9,8,0,0,1914.0,1,1,180,0,203,40,0,0,2531,1.5,40,92,56,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
65.0,12800,4,2,7,5,1989,1989,145.0,4,3,4,3,4,6,1518,1,0,0,1518,4,1644,0,1644,1,2,0,2,4,5,8,1,3,1989.0,3,2,569,2,80,0,0,396,3162,3.5,396,20,20,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
60.0,11040,4,2,4,6,1920,1950,0.0,3,3,3,3,1,3,637,1,0,0,637,4,897,439,1336,0,1,1,3,3,7,8,0,0,1994.0,1,1,570,2,0,47,120,0,1973,1.5,167,86,56,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50.0,7000,4,3,6,6,1924,1950,0.0,3,4,2,3,1,2,617,1,0,0,617,4,865,445,1310,0,2,0,2,3,6,7,0,0,1924.0,1,1,398,2,0,0,126,0,1927,2.0,126,82,56,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
79.0,53227,3,2,4,6,1954,1994,0.0,3,3,4,3,4,4,1116,1,0,248,1364,5,1663,0,1663,1,1,0,2,4,6,7,2,4,1954.0,3,2,529,2,224,137,0,0,3027,2.0,137,54,14,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
53.0,3922,4,3,7,5,2006,2007,72.0,4,3,5,3,3,1,0,1,0,1258,1258,5,1258,0,1258,0,2,0,2,4,6,8,1,4,2007.0,3,3,648,2,144,16,0,0,2516,2.0,16,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
50.0,7585,4,3,5,3,1948,1950,0.0,3,3,2,2,2,1,0,1,0,810,810,2,1002,454,1456,1,1,0,4,3,7,8,1,3,1954.0,1,1,280,1,0,0,0,0,2266,2.5,0,58,56,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
24.0,1920,4,3,5,5,1971,1971,376.0,3,3,3,3,1,5,471,1,0,294,765,5,765,600,1365,1,1,1,2,3,6,7,0,0,1971.0,1,2,440,2,240,36,0,0,2130,2.5,36,36,36,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
67.0,12354,4,3,6,8,1920,2000,0.0,3,3,3,2,2,1,0,1,0,684,684,4,684,512,1196,0,1,0,3,4,7,8,0,0,2005.0,1,2,528,2,0,46,0,0,1880,1.0,46,89,9,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
70.0,11200,4,3,5,5,1965,1965,0.0,3,3,3,3,1,3,906,1,0,134,1040,5,1040,0,1040,1,1,0,3,3,5,8,0,0,1965.0,1,1,384,2,0,0,0,0,2080,2.0,0,43,43,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
63.0,7500,4,3,7,5,2004,2005,120.0,3,3,4,3,1,6,680,1,0,400,1080,5,1080,0,1080,1,1,0,3,4,6,8,0,0,0.0,0,0,0,2,0,0,0,0,2160,2.0,0,4,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
52.0,9022,4,3,5,8,1924,2006,0.0,4,3,3,3,1,1,0,1,0,768,768,5,792,0,792,0,1,0,2,4,5,8,0,0,1924.0,1,1,240,0,316,0,120,0,1560,1.0,120,85,3,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
35.0,4251,3,3,7,5,2006,2007,0.0,4,3,4,3,1,1,0,1,0,625,625,5,625,625,1250,0,2,1,2,4,5,8,0,0,2006.0,2,2,528,2,0,54,0,0,1875,2.5,54,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
66.0,16226,1,3,8,5,1998,1999,0.0,4,3,4,3,1,6,281,1,0,747,1028,5,1210,1242,2452,0,2,1,4,4,9,8,1,3,1998.0,3,2,683,2,208,50,0,0,3480,2.5,50,9,8,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
81.0,12150,4,3,5,5,1954,1954,335.0,3,3,3,3,1,1,0,1,0,1050,1050,5,1050,745,1795,0,2,0,4,3,7,8,0,0,1954.0,1,1,352,2,0,0,0,0,2845,2.0,0,54,54,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
80.0,9600,4,3,6,5,1953,1953,238.0,3,3,3,3,1,6,1285,1,0,131,1416,3,1644,0,1644,1,1,0,3,3,7,8,2,4,1953.0,3,2,418,2,110,0,0,0,3060,2.0,0,56,56,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
